Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination,Category
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:17 AM",Distributed DoS,139.159.177.86,16254,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:18 AM",Distributed DoS,66.111.192.172,6001,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:19 AM",Distributed DoS,189.134.172.117,59147,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:20 AM",Distributed DoS,53.230.228.229,44217,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:21 AM",Distributed DoS,70.162.111.53,5773,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:22 AM",Distributed DoS,62.152.146.34,22776,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:23 AM",Distributed DoS,67.159.84.85,14148,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:24 AM",Distributed DoS,1.221.9.243,2766,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:25 AM",Distributed DoS,179.154.249.139,48285,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:26 AM",Distributed DoS,10.156.203.206,6913,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:27 AM",Distributed DoS,188.107.221.84,22324,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:28 AM",Distributed DoS,106.29.109.250,10143,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:29 AM",Distributed DoS,104.66.2.33,53566,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:30 AM",Distributed DoS,140.168.42.145,1068,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:31 AM",Distributed DoS,131.229.175.35,40694,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:32 AM",Distributed DoS,214.150.15.104,59722,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:33 AM",Distributed DoS,188.91.169.208,55467,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:34 AM",Distributed DoS,13.176.203.86,13278,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:35 AM",Distributed DoS,53.233.40.24,17513,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:36 AM",Distributed DoS,218.129.78.77,16703,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:37 AM",Distributed DoS,122.254.212.101,19430,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:37 AM",Distributed DoS,3.186.136.163,12453,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:38 AM",Distributed DoS,189.226.134.196,36429,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:39 AM",Distributed DoS,169.36.36.96,34304,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:40 AM",Distributed DoS,17.227.131.43,11165,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:41 AM",Distributed DoS,8.154.150.109,29838,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:42 AM",Distributed DoS,214.232.38.20,40341,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:43 AM",Distributed DoS,65.97.116.42,3552,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:44 AM",Distributed DoS,98.145.46.209,59245,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:45 AM",Distributed DoS,221.48.71.128,8843,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:46 AM",Distributed DoS,252.86.176.2,18284,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:47 AM",Distributed DoS,37.117.158.223,50602,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:48 AM",Distributed DoS,36.230.35.127,28031,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:49 AM",Distributed DoS,241.237.200.145,50942,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:50 AM",Distributed DoS,82.170.199.245,11795,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:51 AM",Distributed DoS,101.110.180.191,47561,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:52 AM",Distributed DoS,3.197.37.28,27854,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:53  AM",Distributed DoS,23.199.40.25,51697,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:54 AM",Distributed DoS,43.47.4.243,33874,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:55 AM",Distributed DoS,33.185.17.139,30749,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:56 AM",Distributed DoS,113.28.243.121,18123,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:57 AM",Distributed DoS,145.90.175.109,16082,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:58 AM",Distributed DoS,120.227.253.91,13858,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:43:59 AM",Distributed DoS,14.23.108.209,26344,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:02 AM",Distributed DoS,2.170.221.81,1794,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:03 AM",Distributed DoS,139.237.175.123,32368,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:04 AM",Distributed DoS,121.214.17.17,35651,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:05 AM",Distributed DoS,113.243.206.251,61828,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:06 AM",Distributed DoS,116.231.60.186,56072,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:07 AM",Distributed DoS,34.10.235.192,55118,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:08 AM",Distributed DoS,110.121.240.57,9633,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:08 AM",Distributed DoS,37.76.87.172,26935,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:09 AM",Distributed DoS,223.189.116.173,59129,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:10 AM",Distributed DoS,187.60.250.117,38015,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:11 AM",Distributed DoS,124.29.156.45,5500,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:12 AM",Distributed DoS,41.109.219.144,8385,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:13 AM",Distributed DoS,110.62.61.54,38639,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:14 AM",Distributed DoS,13.192.230.191,43777,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:15 AM",Distributed DoS,107.104.176.79,33580,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:16 AM",Distributed DoS,245.155.39.213,37798,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:17 AM",Distributed DoS,115.8.159.200,40837,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:18 AM",Distributed DoS,13.249.64.168,8752,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:19 AM",Distributed DoS,180.200.68.18,15758,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:20 AM",Distributed DoS,20.37.154.192,39797,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:21 AM",Distributed DoS,34.41.255.246,4399,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:22 AM",Distributed DoS,196.14.73.194,15639,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:23 AM",Distributed DoS,155.105.21.195,11589,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:24 AM",Distributed DoS,20.201.107.96,52855,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:25 AM",Distributed DoS,77.199.194.195,25961,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:26 AM",Distributed DoS,41.157.236.23,62479,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:27 AM",Distributed DoS,205.175.91.226,53680,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:28 AM",Distributed DoS,195.56.41.69,20164,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:29 AM",Distributed DoS,66.157.189.223,28773,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:30 AM",Distributed DoS,255.21.195.163,7465,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:31 AM",Distributed DoS,190.214.21.199,47116,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:32 AM",Distributed DoS,181.186.48.166,38333,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:33 AM",Distributed DoS,123.113.168.165,55670,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:34 AM",Distributed DoS,144.98.62.201,30197,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:35 AM",Distributed DoS,38.62.71.72,18779,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:36 AM",Distributed DoS,207.195.149.240,9993,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:37 AM",Distributed DoS,94.194.201.240,38330,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:37 AM",Distributed DoS,65.17.251.252,40087,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:38 AM",Distributed DoS,109.143.244.72,64967,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:39 AM",Distributed DoS,85.205.29.184,15838,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:40 AM",Distributed DoS,247.7.199.144,17878,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:41 AM",Distributed DoS,182.50.171.127,22748,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:42 AM",Distributed DoS,164.90.149.157,36651,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:43 AM",Distributed DoS,66.15.66.192,59525,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:44 AM",Distributed DoS,201.130.181.39,19893,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:45 AM",Distributed DoS,44.128.34.239,8074,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:46 AM",Distributed DoS,110.38.40.170,36688,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:47 AM",Distributed DoS,10.13.14.79,28090,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:48 AM",Distributed DoS,83.88.222.51,17129,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:49 AM",Distributed DoS,71.156.133.205,10531,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:50 AM",Distributed DoS,20.53.233.195,17885,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:51 AM",Distributed DoS,7.253.199.73,52084,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:52 AM",Distributed DoS,19.188.31.14,21645,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:53 AM",Distributed DoS,35.159.177.22,54248,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:54 AM",Distributed DoS,108.157.211.50,37335,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:55 AM",Distributed DoS,97.241.170.35,52557,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:56 AM",Distributed DoS,199.104.191.231,30965,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:57 AM",Distributed DoS,148.17.49.18,32755,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:58 AM",Distributed DoS,172.194.144.79,59976,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:44:59 AM",Distributed DoS,6.52.249.116,31760,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:00 AM",Distributed DoS,17.157.16.98,64429,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:05 AM",Distributed DoS,251.164.209.165,64526,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:06 AM",Distributed DoS,24.244.104.41,38857,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:07 AM",Distributed DoS,90.166.180.91,58636,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:08 AM",Distributed DoS,187.117.17.159,12066,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:09 AM",Distributed DoS,61.136.253.198,31483,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:10 AM",Distributed DoS,84.211.21.187,47924,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:10 AM",Distributed DoS,199.187.105.101,51862,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:11 AM",Distributed DoS,128.167.232.31,34619,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:12 AM",Distributed DoS,217.159.216.36,6487,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:13 AM",Distributed DoS,102.149.230.97,37490,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:14 AM",Distributed DoS,137.131.251.64,33975,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:15 AM",Distributed DoS,89.45.77.71,31534,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:16 AM",Distributed DoS,250.82.148.103,27366,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:17 AM",Distributed DoS,211.191.210.29,61734,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:18 AM",Distributed DoS,52.72.176.51,61281,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:19 AM",Distributed DoS,10.244.226.137,15353,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:20 AM",Distributed DoS,17.9.60.174,43353,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:21 AM",Distributed DoS,205.147.149.118,62023,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:22 AM",Distributed DoS,122.225.41.199,13101,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:23 AM",Distributed DoS,215.155.5.233,11597,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:24 AM",Distributed DoS,102.24.115.42,54515,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:25 AM",Distributed DoS,129.157.88.43,34024,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:26 AM",Distributed DoS,80.246.93.40,21549,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:27 AM",Distributed DoS,165.29.93.117,39176,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:28 AM",Distributed DoS,114.77.33.161,37582,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:29 AM",Distributed DoS,50.171.118.13,14102,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:30 AM",Distributed DoS,102.181.246.136,2821,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:31 AM",Distributed DoS,103.138.246.251,20809,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:32 AM",Distributed DoS,12.35.132.69,15633,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:33 AM",Distributed DoS,125.241.57.54,25491,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:34 AM",Distributed DoS,67.152.169.66,12594,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:35 AM",Distributed DoS,4.253.18.238,6783,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:36 AM",Distributed DoS,241.145.199.187,59275,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:37 AM",Distributed DoS,9.210.221.239,28876,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:38 AM",Distributed DoS,71.58.14.113,7567,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:39 AM",Distributed DoS,132.102.122.21,61922,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:40 AM",Distributed DoS,22.119.62.2,52802,192.168.142.142,DDoS
