Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:50:12 AM",Distributed DoS,190.214.21.199,47116,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:50:16 AM",Distributed DoS,181.186.48.166,38333,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:50:12 AM",Distributed DoS,123.113.168.165,55670,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:50:09 AM",Distributed DoS,144.98.62.201,30197,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:50:06 AM",Distributed DoS,38.62.71.72,18779,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:01 AM",Distributed DoS,207.195.149.240,9993,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:17 AM",Distributed DoS,94.194.201.240,38330,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:08 AM",Distributed DoS,65.17.251.252,40087,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:21 AM",Distributed DoS,109.143.244.72,64967,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:14 AM",Distributed DoS,85.205.29.184,15838,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:11 AM",Distributed DoS,247.7.199.144,17878,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:07 AM",Distributed DoS,182.50.171.127,22748,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:00 AM",Distributed DoS,164.90.149.157,36651,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:14 AM",Distributed DoS,66.15.66.192,59525,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:18 AM",Distributed DoS,201.130.181.39,19893,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:09 AM",Distributed DoS,44.128.34.239,8074,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:03 AM",Distributed DoS,110.38.40.170,36688,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:13 AM",Distributed DoS,10.13.14.79,28090,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:00 AM",Distributed DoS,83.88.222.51,17129,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:21 AM",Distributed DoS,71.156.133.205,10531,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:02 AM",Distributed DoS,20.53.233.195,17885,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:10 AM",Distributed DoS,7.253.199.73,52084,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:17 AM",Distributed DoS,19.188.31.14,21645,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:09 AM",Distributed DoS,35.159.177.22,54248,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:21 AM",Distributed DoS,108.157.211.50,37335,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:20 AM",Distributed DoS,97.241.170.35,52557,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:01 AM",Distributed DoS,199.104.191.231,30965,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:20 AM",Distributed DoS,148.17.49.18,32755,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:16 AM",Distributed DoS,172.194.144.79,59976,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:10 AM",Distributed DoS,6.52.249.116,31760,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:14 AM",Distributed DoS,17.157.16.98,64429,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:01 AM",Distributed DoS,251.164.209.165,64526,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:05 AM",Distributed DoS,24.244.104.41,38857,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:16 AM",Distributed DoS,90.166.180.91,58636,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:18 AM",Distributed DoS,187.117.17.159,12066,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:10 AM",Distributed DoS,61.136.253.198,31483,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:10 AM",Distributed DoS,84.211.21.187,47924,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:13 AM",Distributed DoS,199.187.105.101,51862,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:12 AM",Distributed DoS,128.167.232.31,34619,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:22 AM",Distributed DoS,217.159.216.36,6487,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:17 AM",Distributed DoS,102.149.230.97,37490,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:08 AM",Distributed DoS,137.131.251.64,33975,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:01 AM",Distributed DoS,89.45.77.71,31534,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:18 AM",Distributed DoS,250.82.148.103,27366,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:48:07 AM",Distributed DoS,211.191.210.29,61734,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:03 AM",Distributed DoS,52.72.176.51,61281,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:04 AM",Distributed DoS,10.244.226.137,15353,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:22 AM",Distributed DoS,17.9.60.174,43353,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:11 AM",Distributed DoS,205.147.149.118,62023,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:13 AM",Distributed DoS,122.225.41.199,13101,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:12 AM",Distributed DoS,215.155.5.233,11597,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:03 AM",Distributed DoS,102.24.115.42,54515,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:15 AM",Distributed DoS,129.157.88.43,34024,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:08 AM",Distributed DoS,80.246.93.40,21549,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:14 AM",Distributed DoS,165.29.93.117,39176,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:23 AM",Distributed DoS,114.77.33.161,37582,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:04 AM",Distributed DoS,50.171.118.13,14102,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:11 AM",Distributed DoS,102.181.246.136,2821,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:17 AM",Distributed DoS,103.138.246.251,20809,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:18 AM",Distributed DoS,12.35.132.69,15633,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:19 AM",Distributed DoS,125.241.57.54,25491,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:18 AM",Distributed DoS,67.152.169.66,12594,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:05 AM",Distributed DoS,4.253.18.238,6783,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:04 AM",Distributed DoS,241.145.199.187,59275,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:09 AM",Distributed DoS,9.210.221.239,28876,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:05 AM",Distributed DoS,71.58.14.113,7567,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:01 AM",Distributed DoS,132.102.122.21,61922,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:17 AM",Distributed DoS,22.119.62.2,52802,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:17 AM",Distributed DoS,174.3.214.133,49644,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:07 AM",Distributed DoS,216.77.49.130,38691,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:15 AM",Distributed DoS,8.172.41.27,24795,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:02 AM",Distributed DoS,17.183.62.228,39146,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:17 AM",Distributed DoS,168.31.165.210,59562,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:02 AM",Distributed DoS,247.237.148.169,42518,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:13 AM",Distributed DoS,216.212.45.1,61143,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:11 AM",Distributed DoS,131.21.210.132,46719,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:12 AM",Distributed DoS,42.129.189.23,49400,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:13 AM",Distributed DoS,189.191.55.146,17920,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:09 AM",Distributed DoS,151.95.166.254,48305,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:18 AM",Distributed DoS,209.166.129.197,55480,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:13 AM",Distributed DoS,217.253.170.44,31156,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:14 AM",Distributed DoS,143.109.163.115,56362,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:47:14 AM",Distributed DoS,25.17.213.1,43120,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:01 AM",Distributed DoS,188.107.221.84,22324,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:15 AM",Distributed DoS,106.29.109.250,10143,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:06 AM",Distributed DoS,104.66.2.33,53566,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:13 AM",Distributed DoS,140.168.42.145,1068,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:19 AM",Distributed DoS,131.229.175.35,40694,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:03 AM",Distributed DoS,214.150.15.104,59722,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:07 AM",Distributed DoS,188.91.169.208,55467,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:18 AM",Distributed DoS,13.176.203.86,13278,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:00 AM",Distributed DoS,53.233.40.24,17513,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:15 AM",Distributed DoS,218.129.78.77,16703,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:09 AM",Distributed DoS,122.254.212.101,19430,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:03 AM",Distributed DoS,3.186.136.163,12453,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:14 AM",Distributed DoS,189.226.134.196,36429,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:12 AM",Distributed DoS,169.36.36.96,34304,192.168.142.142
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 27, 2024, 9:51:14 AM",Distributed DoS,17.227.131.43,11165,192.168.142.142
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:31 AM",Service Stopped,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Service Started,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:08:55 AM",Stored,192.168.142.140,0,192.168.142.142
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 5, 2024, 4:08:52 AM",Information,192.168.142.140,0,192.168.142.142
Ssh Message,LinuxServer @vmcentosTA,74,"May 5, 2024, 4:08:52 AM",Messages,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:08:52 AM",Stored,192.168.142.140,0,192.168.142.142
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:31 AM",Service Stopped,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Service Started,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:17:21 AM",Stored,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:08:55 AM",Stored,192.168.142.140,0,192.168.142.142
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 5, 2024, 4:08:52 AM",Information,192.168.142.140,0,192.168.142.142
Ssh Message,LinuxServer @vmcentosTA,74,"May 5, 2024, 4:08:52 AM",Messages,192.168.142.140,0,192.168.142.142
Linux login messages Message,LinuxServer @vmcentosTA,1,"May 5, 2024, 4:08:52 AM",Stored,192.168.142.140,0,192.168.142.142
